title,cardDescription,description,topics,idExercises
Pontuação do concurso,Quarto exercício da lista com o objetivo de garantir que o teste seja bem-sucedido,"**O problema:**

Crie um método que leia a pontuação final de 25 provas de um concurso e os nomes dos respectivos participantes. O método deve retornar os participantes que obtiveram mais de 70 pontos.

- O método deve percorrer as pontuações e listar os nomes dos participantes que atingiram mais de 70 pontos.

### Exemplo:

- Quando a entrada for:
  - Nome: `João`
  - Pontuação: `75`
- A saída deve ser `João obteve mais de 70 pontos`.
",Array Simples,rw1727887863868c37cc0
Positivo negativo ou nulo,Segundo exercício da lista com o objetivo de aprofundar o aprendizado," **O problema:**

Crie uma função chamada verificarSinal que receba um número inteiro. A função deve retornar uma das seguintes mensagens: ""POSITIVO"", ""NEGATIVO"" ou ""NULO"", dependendo do valor do número.

## Exemplos:

verificarSinal(5);

​
​​Entrada: 5 → Saída: ""POSITIVO""
​
​
​
verificarSinal(-3);

​
​​
​Entrada: -3 → Saída: ""NEGATIVO""

​
​​
verificarSinal(0);

​​​
​​Entrada: 0 → Saída: ""NULO""
​

",Condicionais (Typescript: Lógica de Programação),rw1751552572795b6b20e
Primeiros Comandos Usando Git,Criando e Gerenciando um Repositório Git,"Abra o terminal ou Git Bash:
No Windows, procure por ""Git Bash"" no menu iniciar e abra.
No macOS ou Linux, abra o aplicativo ""Terminal"".

Passos:

Configurações iniciais do Git:

Antes de começar, configure seu nome de usuário e email no Git. Esses dados serão utilizados para identificar quem fez os commits. No terminal, digite os seguintes comandos:
 
**git config --global user.name ""Seu Nome""**
**git config --global user.email ""seuemail&nbsp;example.com""**

Essas configurações serão aplicadas globalmente, ou seja, para todos os repositórios que você criar ou gerenciar no seu computador.


Crie uma pasta de projeto no seu computador:

No terminal, navegue até a pasta onde deseja criar seu projeto. Para isso, use o comando cd (change directory). Por exemplo:
 
**cd ~/Documentos/Projetos**

Crie uma nova pasta para o projeto, chamada meu-projeto-git, com o comando:
 
**mkdir meu-projeto-git**

Entre na pasta recém-criada:
 
**cd meu-projeto-git**

Inicialize o Git no projeto:

Agora, dentro da pasta do projeto, inicialize um repositório Git:
 
**git init**

Esse comando cria uma pasta oculta chamada .git, que o Git usa para rastrear as alterações no projeto.

Crie um arquivo de README:

Crie um arquivo chamado **README.md** com a descrição do projeto. Se estiver no terminal, você pode usar um editor de texto como o **nano** ou abrir o arquivo em um editor de sua preferência.
 
**nano README.md**

No arquivo, adicione o seguinte texto:
 
**# Meu Projeto Git
Este é um projeto de exemplo para aprender Git.**

Salve o arquivo e feche o editor. No nano, isso é feito pressionando Ctrl+O para salvar e Ctrl+X para sair.

Verifique o status do repositório:

Verifique o status atual do repositório para ver quais arquivos foram modificados e estão prontos para serem adicionados ao Git:
 
**git status**


Adicione o arquivo ao repositório:

Adicione o arquivo README.md à área de stage (preparado para commit):
 
**git add README.md**

Faça o commit das alterações:

Agora que o arquivo está no stage, faça o commit para salvar as alterações no histórico do repositório:
 
**git commit -m ""Adiciona o arquivo README.md""**

## Bons Estudos!",Como utilizar o GitHub e Git,rw17279755805932f4be4
Prisma Migrate e Prisma Client,Neste exercício você vai criar sua primeira tabela em um banco de dados sem escrever uma única linha de código SQL utilizando o Prisma Migrate," Seguindo o exercício anterior, você criou sua primeira tabela no banco de dados sem escrever uma única linha de código SQL. Usando o Prisma Migrate, você definiu um modelo de dados Task e executou uma migração automática, demonstrando como o Prisma transforma definições de schema em estruturas de banco funcionais.

​
**Passo 1: Edite o arquivo  prisma/client:**

```bash
generator client {
  provider = ""prisma-client-js""
}

datasource db {
  provider = ""sqlite""
  url      = ""file:./dev.db""
}

model Task {
  id        Int        *id  *default(autoincrement())
  title     String
  completed Boolean   *default(false)
  createdAt DateTime  *default(now())
}
```

---

**Passo 2: Reset do banco e Executar a Migração**

```bash
npx prisma migrate reset
npx prisma migrate dev --name create_tasks_table
```

---


**Passo 3:  Gerar o Cliente**


```bash
npx prisma generate
```
---

**Passo 4: ​Criar o script MIGRATE:**

Crie o arquivo migrate-simple.ts na raiz do projeto:

```ts
import prisma from './lib/prisma'

async function main() {
  console.log(' Testando Prisma Migrate - Modelo Task\n')

  try {
    // Verificar se o modelo Task está disponível após a migração
    console.log(' Verificando modelo Task...')
    console.log('- Task model:', typeof prisma.task)

    if (typeof prisma.task !== 'object') {
      console.log(' Modelo Task não encontrado!')
      console.log(' Execute: npx prisma migrate dev --name create_tasks_table')
      return
    }

    // Limpar dados existentes
    await prisma.task.deleteMany()
    console.log(' Tarefas antigas removidas')

    // CREATE - Criar tarefas
    console.log('\n Criando tarefas...')
    const task1 = await prisma.task.create({
      data: {
        title: 'Estudar Prisma Migrate',
        completed: false
      }
    })

    const task2 = await prisma.task.create({
      data: {
        title: 'Testar migrações',
        completed: true
      }
    })

    console.log(' Tarefas criadas:', task1.title, '|', task2.title)

    // READ - Ler tarefas
    console.log('\n Lendo todas as tarefas...')
    const allTasks = await prisma.task.findMany({
      orderBy: { createdAt: 'asc' }
    })
    console.log(' Total de tarefas:', allTasks.length)

    allTasks.forEach(task =&gt; {
      const status = task.completed ? '✅' : '⏳'
      console.log(`${status} ${task.title}`)
    })

    // UPDATE - Marcar tarefa como concluída
    console.log('\n Marcando primeira tarefa como concluída...')
    const updatedTask = await prisma.task.update({
      where: { id: task1.id },
      data: { completed: true }
    })
    console.log(' Tarefa atualizada:', updatedTask.title)

    // READ - Filtrar tarefas concluídas
    console.log('\n Tarefas concluídas:')
    const completedTasks = await prisma.task.findMany({
      where: { completed: true }
    })
    console.log(' Total concluídas:', completedTasks.length)

    // DELETE - Deletar uma tarefa
    console.log('\n Deletando uma tarefa...')
    await prisma.task.delete({
      where: { id: task2.id }
    })
    console.log(' Tarefa deletada com sucesso')

    // Verificar resultado final
    const remainingTasks = await prisma.task.count()
    console.log(' Tarefas restantes:', remainingTasks)

  } catch (error) {
    console.error(' Erro:', error)
    console.log('\n Certifique-se de que executou:')
    console.log('1. npx prisma migrate dev --name create_tasks_table')
    console.log('2. npx prisma generate')
  } finally {
    await prisma.$disconnect()
    console.log('\n Migrate test finalizado')
  }
}

main()
```

​Execute o teste:


```bash
npx tsx migrate-simple.ts
```

",PrismaORM,rw1750769620065527d4b
Produtos e lucros,Terceiro exercício da lista com o objetivo de garantir que o teste seja bem-sucedido,"**O problema:**

Faça um método que leia o nome, o custo e o preço de venda de 50 produtos. O método deve contar quantos produtos têm:

- Lucro menor que 10%
- Lucro entre 10% e 30%
- Lucro maior que 30%

- O método deve calcular o lucro percentual de cada produto e contar quantos produtos se encaixam em cada faixa de lucro.

### Exemplo:

- Quando a entrada for:
  - Nome: `Produto A`
  - Custo: `R$50,00`
  - Preço de venda: `R$55,00`
- A saída deve ser `Lucro entre 10% e 30%`.

",Array Simples,rw1727887740711bbc6c1
Publicando seu Projeto com Netlify,"Aprenda a realizar o deploy de seu site no Netlify, configurando deploys automáticos e garantindo atualizações simples e eficientes","**Objetivo**  

Realizar o **deploy** de um projeto já desenvolvido, utilizando o Netlify como plataforma de hospedagem. Este exercício permitirá que você aprenda a publicar seu site de forma prática e eficiente, disponibilizando-o online para acesso público. Além disso, você entenderá como configurar deploys automáticos, garantindo que futuras atualizações sejam aplicadas sem complicações.


**Instruções**  

1. **Preparando os Arquivos para o Deploy**  
   Certifique-se de que o projeto desenvolvido nos exercícios anteriores está completo e organizado. Todos os arquivos do seu site, como HTML, CSS, JavaScript e quaisquer imagens ou recursos adicionais, devem estar reunidos em uma única pasta.  
   
   Revise o código para garantir que não existam erros que possam comprometer a funcionalidade ou a apresentação do site. Se houver algum arquivo desnecessário, remova-o para manter o projeto limpo e organizado.

2. **Acessando o Netlify**  
   - Visite o site [Netlify](https://netlify.com) e clique em **Sign Up** para criar uma conta gratuita ou em **Log In** se já tiver uma.  
   - Após realizar o login, você será direcionado ao painel principal, onde poderá visualizar e gerenciar seus projetos hospedados no Netlify.

3. **Deploy Manual (Para Projetos Simples)**  
   - No painel do Netlify, clique no botão **""Add New Site""**. Em seguida, selecione a opção **""Deploy manually""**.  
   - Você será levado para uma página onde poderá arrastar e soltar os arquivos do seu site. Localize a pasta do projeto no seu computador, selecione todos os arquivos e arraste-os para a área de upload no Netlify.  
   - O Netlify fará o upload e processará automaticamente os arquivos, configurando o ambiente necessário para que seu site funcione corretamente.  

   Após a conclusão do processo, o Netlify gerará um link público único que permitirá que qualquer pessoa acesse o seu site.  

   - **Personalize o Domínio (Opcional):**  
     Para tornar o link mais amigável, vá até as configurações do site clicando em **""Site Settings""**. Em **""Domain Settings""**, você pode alterar o subdomínio padrão ou conectar um domínio personalizado, como `www.seusite.com`.

4. **Deploy Automatizado com GitHub**  
   - Caso tenha versionado seu projeto com GitHub, você pode configurar o deploy automatizado. No painel do Netlify, clique novamente em **""Add New Site""** e escolha a opção **""Import from Git""**.  
   - Autorize o Netlify a acessar sua conta do GitHub. Uma vez conectado, você verá uma lista de repositórios. Selecione o repositório que contém o projeto que deseja publicar.  
   - Escolha a branch que será monitorada (geralmente ""main"" ou ""master""). Se o projeto for mais complexo (usando frameworks como React ou Vue), defina o comando de build, por exemplo:  
     ```bash
     npm run build
     ```  
   - Uma vez configurado, o Netlify monitorará a branch escolhida. Toda vez que você fizer um `push` para o repositório, o Netlify automaticamente realizará o build e atualizará o site.

5. **Verificando o Deploy**  
   - Após o deploy, acesse o link público gerado pelo Netlify para visualizar o seu site.  
   - Teste o site em diferentes dispositivos e resoluções para garantir que ele funcione corretamente em todas as telas.  
   - Se algo não estiver funcionando como esperado, você pode revisar os logs de build no painel do Netlify para identificar possíveis problemas e corrigi-los.


**Resultado Esperado**  

Ao concluir o exercício, seu projeto estará disponível online por meio de um link público gerado pelo Netlify. Com a configuração do deploy automatizado via GitHub, qualquer alteração feita no repositório será refletida automaticamente no site, garantindo que ele esteja sempre atualizado sem a necessidade de passos manuais adicionais.


**Próximos Passos**  

Com o site publicado, você pode começar a explorar outras funcionalidades oferecidas pelo Netlify, como configurações avançadas de deploy, integração com ferramentas de análise de tráfego e otimização de performance. Além disso, continue refinando o projeto com novas funcionalidades e melhorias."," Deploy com o Netlify",rw1731946635738b8a139
Refatorando Arrays,Primeiro exercício da lista com objetivo de fixar os conceitos da refatoração em TypeScript,Refatore os exercícios do topico [**Arrays Simples**](https://staging--e-acelera-homologacao.netlify.app/Nivelamento/rw1720014886324a56ac2-Typescript:%20Lógica%20de%20Programação/rw1727203515904ad3fa2-Array%20Simples) do tema **TypeScript: Lógica de programação.**,Principais Técnicas de Refatoração em TypeScript,rw172795995480204cc77
Refatorando Testes para Melhor Manutenção,"Nesta atividade, você vai refatorar um conjunto de testes para garantir que eles sejam organizados e fáceis de manter.","Nesta atividade, você vai refatorar um conjunto de testes para garantir que eles sejam organizados e fáceis de manter. O objetivo é garantir que os testes sejam reutilizáveis, claros e eficientes. A refatoração envolve o uso de boas práticas, como agrupar testes com `describe` e escrever os testes de forma que cubram diferentes cenários.

**Objetivo**  
- Refatorar os testes para garantir que eles sejam organizados e reutilizáveis.  
- Criar um conjunto de testes que cubra diferentes cenários de maneira clara e eficiente.

**Exemplo de código**:

```javascript
// calculator.js
function multiply(a, b) {
  return a * b;
}

function divide(a, b) {
  if (b === 0) throw new Error('Cannot divide by zero');
  return a / b;
}

module.exports = { multiply, divide };

// calculator.test.js
const { multiply, divide } = require('./calculator');

describe('Funções de cálculo', () => {
  test('multiplica dois números', () => {
    expect(multiply(2, 3)).toBe(6);
  });

  test('divide dois números', () => {
    expect(divide(6, 2)).toBe(3);
  });

  test('não pode dividir por zero', () => {
    expect(() => divide(6, 0)).toThrow('Cannot divide by zero');
  });
});
```
---

**Critérios de Aceitação**
- Os testes devem estar bem organizados, com describe e test claros.
- Os testes devem cobrir os cenários mais comuns e de erro.

---

**Recursos**
- Use boas práticas para escrever testes reutilizáveis e organizados.
- Tecnologias Recomendadas
- Jest para testes unitários.
",Boas Práticas de Testes,rw1732803174198ffbf6a
Retornar a aluna com menor nota,"Nesta atividade, você irá retornar o nome da aluna com a menor nota","**O problema:**

Faça uma função que receba uma lista pré-construída e retorne o nome da aluna com menor nota.
",Métodos map filter e sort,rw1755093112006fb018e
Retornar nomes das aprovadas,"Nesta atividade, você vai implementar as funções, usando métodos de array, para retornar os nomes das alunas aprovadas.","**O problema:**

Faça uma função que receba uma lista pré-construída e retorne um array com os nomes das alunas aprovadas.
",Métodos map filter e sort,rw17549300132192ebb02
Retornar objeto com as informações das alunas,"Nesta atividade, você irá retornar um objeto com as informações das alunas aprovadas","**O problema**

Fazer uma função que receba a lista pre constuida retorne um array de objetos com as seguintes propriedades:
```javascript
  [
      { 
          nome: String , 
          media: Number, 
          aprovada: Boolean 
      }
  ] 
```
**Exemplo de saída:**

Deve ser feito calculo de media e retornada as seguintes informações de cada aluna:
```javascript
  [
      { nome: ""Ashley"", media: 7.1, aprovada: true },
      { nome: ""Sabrina"", media: 7.9, aprovada: true },
      { nome: ""Samantha"", media: 5.0, aprovada: false }
  ]
```
",Métodos map filter e sort,rw1755092831407e570c5
Soma com ajuste,Sétimo exercício da lista com o objetivo de aprofundar o aprendizado,"**O problema:**

 Crie uma função chamada somaComAjuste que receba dois números inteiros. A função deve somar os dois valores e, dependendo do resultado, fazer um ajuste:

Se a soma for maior que 20, adicione 8 ao valor.

Se a soma for menor ou igual a 20, subtraia 5 do valor.

## Exemplos:

somaComAjuste(15, 10);

Entrada: 15 e 10 → Soma: 25 → Resultado ajustado: 33

somaComAjuste(12, 7);

Entrada: 12 e 7 → Soma: 19 → Resultado ajustado: 14


",Condicionais (Typescript: Lógica de Programação),rw1751552821533df6b2b
Soma de intervalos,Quarto exercício da lista com o objetivo de aprofundar o aprendizado,"**O problema:**



Implemente o método `somarNumerosEntreMeN`, que recebe dois números M e N e retorna a soma de todos os números entre eles, inclusive M e N.



- O método deve continuar pedindo pares até que o valor de M seja maior que N.



## Exemplos:



- Para a entrada `M = 1` e `N = 5`, a saída deve ser: `15` (pois 1 + 2 + 3 + 4 + 5 = 15).

- Para a entrada `M = 10` e `N = 15`, a saída deve ser: `75` (pois 10 + 11 + 12 + 13 + 14 + 15 = 75).

- Para a entrada `M = 3` e `N = 6`, a saída deve ser: `18`(pois 3+4+5+6=18).


",Repetição (Typescript: Lógica de Programação),rw1751554459322694909
Soma dobrada,Primeiro exercício da lista com o objetivo de aprofundar o aprendizado,"**O problema:**

Implemente o método `somaDobrada`, que recebe como argumento dois números inteiros e retorna um valor inteiro. A implementação deve considerar as seguintes regras:

- Caso os dois números recebidos sejam iguais, o método retorna o dobro da soma;

- Caso um dos números seja menor do que 1, o método retorna -1;

- Caso nenhuma das condições anteriores seja verdadeira, o método retorna a soma dos dois números.

## Casos de teste:

- Quando a entrada for ""1"" e ""2"", a saida deve ser ""3""
- Quando a entrada for ""3"" e ""2"", a saida deve ser ""5""
- Quando a entrada for ""2"" e ""2"", a saida deve ser ""8""
- Quando a entrada for ""7"" e ""7"", a saida deve ser ""28""
- Quando a entrada for ""3"" e ""-3"", a saida deve ser ""-1""

",Fundamentos(typescript Fundamentos),rw1751481256893111248
Soma maior 50,Primeiro exercício da lista com o objetivo de aprofundar o aprendizado,"**O problema:**

Crie uma função chamada somaMaiorQueCinquenta que receba dois números inteiros. A função deve somar os dois números e retornar o valor da soma somente se o resultado for maior que 50. Caso contrário, a função deve retornar null.

##  Exemplos:

somaMaiorQueCinquenta(25,30);

Entrada: 25 e 30 → Saída: 55

somaMaiorQueCinquenta(20,35);

Entrada: 20 e 25 → Saída: null


",Condicionais (Typescript: Lógica de Programação),rw17515525189894c60af
Testando a Soma com Jest,Nesta atividade você vai escrever um teste unitário simples para uma função que soma dois números,"Nesta atividade, você vai escrever um teste unitário simples para uma função que soma dois números. 

O objetivo é entender como criar testes para funções que executam operações simples.

---

**Objetivo**  
- Criar uma função `sum(a, b)` que recebe dois números e retorna a soma.  
- Escrever um teste unitário usando Jest para verificar se a função está funcionando corretamente.  
- Garantir que o teste passe para valores positivos e negativos.

---

**Exemplo de código**:

```javascript
// sum.js
function sum(a, b) {
  return a + b;
}

module.exports = { sum };

// sum.test.js
const { sum } = require('./sum');

test('soma dois números positivos', () => {
  expect(sum(1, 2)).toBe(3);
});

test('soma números negativos', () => {
  expect(sum(-1, -2)).toBe(-3);
});
```

---

**Critérios de Aceitação**

A função sum deve retornar a soma de dois números corretamente.
Os testes devem cobrir tanto números positivos quanto negativos.

---

**Recursos**

Use Jest para rodar os testes.

---

**Tecnologias Recomendadas**

Jest para testes unitários.",Conceitos Básicos de Testes Unitários,rw1732800899865ca56dd
Testando Código com Banco de Dados Simulado,Nesta atividade você vai criar uma função que simula a inserção de dados em um banco de dados,"Nesta atividade, você vai criar uma função que simula a inserção de dados em um banco de dados. A interação com o banco será simulada utilizando mocks, o que permite que você teste a função sem depender de uma conexão real com o banco de dados. O uso de mocks é importante para isolar os testes e garantir que a lógica da função seja validada de maneira eficiente.

**Objetivo**  
- Criar uma função que insira dados em um banco de dados simulado.  
- Simular a interação com o banco de dados utilizando mocks para garantir que o código funciona corretamente.

**Exemplo de código**:

```javascript
// database.js
function insertData(data) {
  // Simula a inserção no banco de dados
  return Promise.resolve({ id: 1, ...data });
}

module.exports = { insertData };

// database.test.js
const { insertData } = require('./database');

jest.mock('./database');

test('insere dados no banco', async () => {
  insertData.mockResolvedValueOnce({ id: 1, name: 'John' });
  const result = await insertData({ name: 'John' });
  expect(result.id).toBe(1);
  expect(result.name).toBe('John');
});
```

---

**Critérios de Aceitação**

- O mock do banco de dados deve retornar dados simulados.
- A função de inserção deve ser testada sem uma conexão real com o banco.

---

**Recursos**

- Use Jest para mockar a interação com o banco de dados.

---

**Tecnologias Recomendadas**

- Jest para testes unitários.
",Testando Código com Dependências Externas,rw1732810429625e12b85
Testando uma Função com Dependências Externas,Você irá criar e testar uma função que realiza uma requisição HTTP a uma API externa,"Nesta atividade, você vai testar uma função que depende de uma API externa. 

O objetivo é aprender a mockar a resposta da API para que o teste seja controlado e não dependa de uma chamada real.

---

**Objetivo**

- Escrever uma função fetchData(url) que faz uma requisição HTTP para uma URL e retorna os dados.
- Criar um mock da API para testar a função sem fazer uma requisição real.~

---

**Exemplo de código:**

```javascript
// fetchData.js
const fetch = require('node-fetch');

async function fetchData(url) {
  const response = await fetch(url);
  return response.json();
}

module.exports = { fetchData };
```


```javascript
// fetchData.test.js
const { fetchData } = require('./fetchData');
const fetch = require('node-fetch');

jest.mock('node-fetch');

test('mockando a API para retornar dados simulados', async () =&gt; {
  fetch.mockResolvedValueOnce({
    json: jest.fn().mockResolvedValue({ data: 'test data' }),
  });

  const result = await fetchData('https://api.example.com/data');
  expect(result.data).toBe('test data');
});
```

---

**Critérios de Aceitação**

- A função fetchData deve retornar a resposta mockada da API.
- O mock deve ser configurado corretamente para simular a resposta da API.

---

**Recursos**

- Use Jest para mockar a função da API.

---

**Tecnologias Recomendadas**

Jest para testes unitários.
",Testando Funções e Módulos com Jest,rw17328104408179a988d
Teste  Componente de Contador,Nesta atividade você vai testar um componente contador utilizando Jest e React Testing Library,"Neste exercício, você irá criar um componente de contador que pode ser incrementado ao clicar em um botão. Em seguida, você escreverá testes para garantir que o botão está funcionando corretamente e que o valor do contador é exibido corretamente.

---

**Objetivo**  
- Criar um componente React simples de contador.  
- Escrever testes para verificar se o contador é incrementado corretamente ao clicar no botão.

---

**Exemplo de código**:

```javascript
// Counter.js
import React, { useState } from 'react';

function Counter() {
  const [count, setCount] = useState(0);

  const increment = () =&gt; setCount(count + 1);

  return (
    
      Contagem: {count}
      Incrementar
    
  );
}

export default Counter;

// Counter.test.js
import { render, screen, fireEvent } from ' testing-library/react';
import Counter from './Counter';

test('deve exibir o contador e incrementar ao clicar no botão', () =&gt; {
  render();
  
  const button = screen.getByText('Incrementar');
  const countText = screen.getByText('Contagem: 0');
  
  expect(countText).toBeInTheDocument();

  fireEvent.click(button);
  const updatedCountText = screen.getByText('Contagem: 1');
  
  expect(updatedCountText).toBeInTheDocument();
});
```
---

**Critérios de Aceitação**

- O componente deve exibir o valor inicial do contador como 0.
- O contador deve ser incrementado em 1 cada vez que o botão for clicado.
- O teste deve garantir que o valor exibido na tela seja atualizado corretamente.

---

**Recursos**

- Use  testing-library/react para testar o componente.
- Utilize fireEvent para simular o clique no botão e verificar a - atualização do contador.

---

**Tecnologias Recomendadas**

- Jest para testes unitários. 

- React Testing Library para renderização e interação com o componente."," Testando Componentes React ",rw1732812769706adad54
Teste de Comparação de String,Nesta atividade você vai escrever um teste para comparar duas strings,"Nesta atividade, você vai escrever um teste para comparar duas strings. 

O objetivo é entender como o Jest realiza comparações e verificar se os valores estão sendo retornados corretamente.

---

**Objetivo**  

- Escrever uma função `compareStrings(str1, str2)` que compara duas strings e retorna se são iguais ou não.  
- Criar testes para verificar se a função está funcionando corretamente.

---

**Exemplo de código**:

```javascript
// compareStrings.js
function compareStrings(str1, str2) {
  return str1 === str2;
}

module.exports = { compareStrings };
```

---

```javascript
// compareStrings.test.js
const { compareStrings } = require('./compareStrings');

test('compara duas strings iguais', () => {
  expect(compareStrings('teste', 'teste')).toBe(true);
});

test('compara duas strings diferentes', () => {
  expect(compareStrings('teste', 'outro')).toBe(false);
});
```",Escrevendo Testes Simples com Jest,rw1732803088332a5dd34
Uniformizando Estilos em Navegadores com Reset.css,Entenda o Reset.css e como ele mantém a consistência visual em diferentes navegadores,"**Objetivo**

Entender como aplicar o Reset.css no seu projeto, linkando-o ao HTML para uniformizar a aparência dos elementos. Esse exercício reforça a importância de uma configuração inicial para evitar variações indesejadas entre navegadores.

**Instruções**

1. **Revisão do Reset.css**

    Certifique-se de que o arquivo `reset.css` foi criado e está salvo na mesma pasta que o seu HTML ou em uma pasta específica de estilos, conforme sua organização preferida.

2. **Preparando o HTML para usar o Reset.css**

    No seu arquivo HTML, localize a seção responsável por importar arquivos de estilo. Pense em qual seção do HTML faz essa função e onde deve ser posicionado o link para o `reset.css` dentro dessa estrutura.

3. **Ligação dos Arquivos**

    Refletindo sobre o nome e o caminho do arquivo `reset.css`, insira-o adequadamente dentro da seção do HTML que importa estilos. O objetivo é que o navegador carregue o reset antes de aplicar seus próprios estilos personalizados.

4. **Teste**

    Abra sua página em um navegador e verifique se os estilos padrão foram removidos. Esse é o indicativo de que o `reset.css` está funcionando corretamente.

",Reset.css,rw17309876100642d9bba
Vetor invertido,Segundo exercício da lista com o objetivo de aprofundar o aprendizado,"**O problema:**



Desenvolva um método que leia um vetor de 30 números inteiros e gere um segundo vetor com os mesmos dados, mas na ordem invertida.



- O método deve ler os 30 números e reverter a ordem deles no novo vetor.



### Exemplo:



- Quando a entrada for `[1, 2, 3, 4, 5]`, a saída deve ser `[5, 4, 3, 2, 1]`.



"," Array simples  (Typescript: Lógica de Programação)",rw1751553389129395eda
